code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
103743-1,Autoimmune lymphoproliferative syndrome multigene analysis,Find,Pt,XXX,Doc,Molgen,"Autoimmune Lymphoproliferative Syndrome (ALPS) Gene Panel, Varies","Autoimmune Lymphoproliferative Syndrome (ALPS) Gene Panel, Varies"
1761-6,Aldolase,CCnc,Pt,Ser/Plas,Qn,,"Aldolase, Serum","Aldolase, Serum"
1743-4,Alanine aminotransferase,CCnc,Pt,Ser/Plas,Qn,With P-5'-P,"Alanine Aminotransferase (ALT) (GPT), Serum","Alanine Aminotransferase (ALT) (GPT), Serum"
6020-2,Alternaria alternata Ab.IgE,ACnc,Pt,Ser,Qn,,"Alternaria tenuis, IgE, Serum","Alternaria tenuis, IgE, Serum"
26707-0,Aluminum,MRat,24H,Urine,Qn,,"Aluminum, 24 Hour, Urine","Aluminum, 24 Hour, Urine"
75882-1,Lupus anticoagulant three screening tests W Reflex,Imp,Pt,PPP,Nom,Coag,"Lupus Anticoagulant Profile, Technical Interpretation","Lupus Anticoagulant Profile, Technical Interpretation"
75881-3,Lupus anticoagulant three screening tests W Reflex panel,-,Pt,PPP,-,Coag,"Lupus Anticoagulant Profile, Plasma","Lupus Anticoagulant Profile, Plasma"
5575-6,Aluminum	MCnc,Pt,RBC,Qn,,,"Aluminum, Blood","Aluminum, Blood"
51715-1,Mitochondria M2 Ab,ACnc,Pt,Ser,Qn,IA,"Mitochondrial Antibodies (M2), Serum","Mitochondrial Antibodies (M2), Serum"
1795-4,Amylase,CCnc,Pt,Body fld,Qn,,"Amylase, Body Fluid","Amylase, Body Fluid"
100706-1,Mycoplasma genitalium,rRNA,PrThr,Pt,XXX,Ord,"Mycoplasma genitalium, Transcription-Mediated Amplification, Urine or Urogenital Swab","Mycoplasma genitalium, Transcription-Mediated Amplification, Urine or Urogenital Swab"
83104-0,Mullerian inhibiting substance,MCnc,Pt,Ser/Plas,Qn,IA,"Antimullerian Hormone, Serum","Antimullerian Hormone, Serum"
55152-3,Amiodarone & Desethylamiodarone panel,MCnc,Pt,Ser/Plas,Qn,,"Amiodarone, Serum","Amiodarone, Serum"
24333-7,Amylase isoenz 3 panel,-,Pt,Ser/Plas,Qn,,"Amylase, Isoenzymes, Serum","Amylase, Isoenzymes, Serum"
102101-3,Acute myeloid leukemia,Find,Pt,Bld/Tiss,Doc,FISH,"Adult Acute Myeloid Leukemia Panel, FISH, Varies","Adult Acute Myeloid Leukemia Panel, FISH, Varies"
102103-9,Acute myeloid leukemia panel,-,Pt,Bld/Tiss,-,FISH,"Acute Myeloid Leukemia (AML), Specified FISH, Varies","Acute Myeloid Leukemia (AML), Specified FISH, Varies"
48996-3,Amylase.pancreatic,CCnc,Pt,Body fld,Qn,,"Amylase, Pancreatic Cyst Fluid","Amylase, Pancreatic Cyst Fluid"
25308-8,Ammonia,SRat,24H,Urine,Qn,,"Ammonium, 24 Hour, Urine","Ammonium, 24 Hour, Urine"
3338-1,Amobarbital,MCnc,Pt,Ser/Plas,Qn,,"Amobarbital, Serum","Amobarbital, Serum"
6829-6,Amoxicillin Ab.IgE,ACnc,Pt,Ser,Qn,,"Amoxicillin, IgE, Serum","Amoxicillin, IgE, Serum"
6712-4,Ampicillin Ab.IgE,ACnc,Pt,Ser,Qn,,"Ampicillin, IgE, Serum","Ampicillin, IgE, Serum"
69021-4,Amphetamines panel,-,Pt,Meconium,-,Confirm,"Amphetamine-Type Stimulants Confirmation, Meconium","Amphetamine-Type Stimulants Confirmation, Meconium"
97161-4,Amphetamines panel,-,Pt,Urine,-,Confirm,"Amphetamines Confirmation, Random, Urine","Amphetamines Confirmation, Random, Urine"
101405-9,Amyloid protein,Find,Pt,Tiss,Doc,Congo red stain+LC/MS/MS,"Amyloid Protein Identification, Paraffin, Mass Spectrometry","Amyloid Protein Identification, Paraffin, Mass Spectrometry"
1798-8,Amylase,CCnc,Pt,Ser/Plas,Qn,,"Amylase, Total, Serum","Amylase, Total, Serum"
43106-4,Amitriptyline & Nortriptyline panel,-,Pt,Ser/Plas,Qn,,"Amitriptyline and Nortriptyline, Serum","Amitriptyline and Nortriptyline, Serum"
98485-6,Amyloid beta 42 peptide/Amyloid beta 40 peptide,MRto,Pt,CSF,Qn,,"Beta-Amyloid Ratio (1-42/1-40), Spinal Fluid","Beta-Amyloid Ratio (1-42/1-40), Spinal Fluid"
94356-3,Neuronal nuclear type 1 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"Antineuronal Nuclear Antibody-Type 1 (ANNA-1) Titer, Spinal Fluid","Antineuronal Nuclear Antibody-Type 1 (ANNA-1) Titer, Spinal Fluid"
94342-3,Neuronal nuclear type 1 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Antineuronal Nuclear Antibody-Type 1 (ANNA-1) Titer, Serum","Antineuronal Nuclear Antibody-Type 1 (ANNA-1) Titer, Serum"
94357-1,Neuronal nuclear type 2 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"Antineuronal Nuclear Antibody Type 2 (ANNA-2) Titer, Spinal Fluid","Antineuronal Nuclear Antibody Type 2 (ANNA-2) Titer, Spinal Fluid"
94343-1,Neuronal nuclear type 2 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Antineuronal Nuclear Antibody Type 2 (ANNA-2) Titer, Serum","Antineuronal Nuclear Antibody Type 2 (ANNA-2) Titer, Serum"
94358-9,Neuronal nuclear type 3 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"Antineuronal Nuclear Antibody Type 3 (ANNA-3) Titer, Spinal Fluid","Antineuronal Nuclear Antibody Type 3 (ANNA-3) Titer, Spinal Fluid"
94344-9,Neuronal nuclear type 3 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Antineuronal Nuclear Antibody Type 3 (ANNA-3) Titer, Serum","Antineuronal Nuclear Antibody Type 3 (ANNA-3) Titer, Serum"
94875-2,Nuclear Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,"Antinuclear Antibodies (ANA), Serum","Antinuclear Antibodies (ANA), Serum"
635-3,Bacteria,Prid,Pt,XXX,Nom,Anaerobic culture,"Bacterial Culture, Anaerobic, Varies","Bacterial Culture, Anaerobic, Varies"
23877-4,Anaplasma phagocytophilum Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Anaplasma phagocytophilum (Human Granulocytic Ehrlichiosis) Antibody, Serum","Anaplasma phagocytophilum (Human Granulocytic Ehrlichiosis) Antibody, Serum"
87427-1,Neutrophil cytoplasmic Ab panel,-,Pt,Ser,-,IF,"Cytoplasmic Neutrophil Antibodies, Serum","Cytoplasmic Neutrophil Antibodies, Serum"
17355-9,Neutrophil cytoplasmic Ab.IgG,PrThr,Pt,Ser,Ord,,"Cytoplasmic Neutrophil Antibodies, Inflammatory Bowel Disease Panel, Serum","Cytoplasmic Neutrophil Antibodies, Inflammatory Bowel Disease Panel, Serum"
7079-7,Engraulis encrasicolus Ab.IgE,ACnc,Pt,Ser,Qn,,"Anchovy, IgE, Serum","Anchovy, IgE, Serum"
20878-5,Bacteria,Prid,Pt,Isolate,Nom,Anaerobic culture,"Organism Referred for Identification, Anaerobic Bacteria","Organism Referred for Identification, Anaerobic Bacteria"
10919-9,Anisakis Ab.IgE,ACnc,Pt,Ser,Qn,,"Anisakis, Parasite, IgE, Serum","Anisakis, Parasite, IgE, Serum"
60570-9,Consultation note,Find,Pt,{Setting},Doc,Pathology,"Anatomic Pathology Consultation, Wet Tissue","Anatomic Pathology Consultation, Wet Tissue"
7081-3,Pimpinella anisum Ab.IgE,ACnc,Pt,Ser,Qn,,"Anise, IgE, Serum","Anise, IgE, Serum"
1854-9,Androstenedione,MCnc,Pt,Ser/Plas,Qn,,"Androstenedione, Serum","Androstenedione, Serum"
101907-4,Adaptor Protein 3 Beta2 Ab.IgG,PrThr,Pt,XXX,Ord,,"Adaptor Protein 3 Beta2 (AP3B2) Antibody, Cell-Binding Assay, Spinal Fluid","Adaptor Protein 3 Beta2 (AP3B2) Antibody, Cell-Binding Assay, Spinal Fluid"
101908-2,Adaptor Protein 3 Beta2 Ab,Titr,Pt,XXX,SemiQn,,"Adaptor Protein 3 Beta2 (AP3B2) Antibody, Tissue Immunofluorescence Titer, Spinal Fluid","Adaptor Protein 3 Beta2 (AP3B2) Antibody, Tissue Immunofluorescence Titer, Spinal Fluid"
13590-5,Activated protein C resistance,TRto,Pt,PPP,Qn,Coag,"Activated Protein C Resistance V, with Reflex to Factor V Leiden, Blood and Plasma","Activated Protein C Resistance V, with Reflex to Factor V Leiden, Blood and Plasma"
100751-7,"Galactose-alpha-1,3-galactose panel",-,Pt,Ser/Plas,-,,"Galactose-Alpha-1,3-Galactose (Alpha-Gal) Mammalian Meat Allergy Profile, Serum","Galactose-Alpha-1,3-Galactose (Alpha-Gal) Mammalian Meat Allergy Profile, Serum"
14170-5,Pituitary glycoprotein hormone.alpha subunit,MCnc,Pt,Ser,Qn,,"Alpha-Subunit Pituitary Tumor Marker, Serum","Alpha-Subunit Pituitary Tumor Marker, Serum"
105344-6,Acute porphyria multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Acute Porphyria Gene Panel, Varies","Acute Porphyria Gene Panel, Varies"
94354-8,Amphiphysin Ab.IgG	Titr,Pt,CSF,SemiQn,IF,,"Amphiphysin Antibody Titer Assay, Spinal Fluid","Amphiphysin Antibody Titer Assay, Spinal Fluid"
94340-7,Amphiphysin Ab.IgG	Titr,Pt,Ser,SemiQn,IF,,"Amphiphysin Antibody Titer Assay, Serum","Amphiphysin Antibody Titer Assay, Serum"
6032-7,Casuarina equisetifolia Ab.IgE,ACnc,Pt,Ser,Qn,,"Australian Pine, IgE, Serum","Australian Pine, IgE, Serum"
74214-8,Apixaban,MCnc,Pt,PPP,Qn,Chromo,"Apixaban, Anti-Xa, Plasma","Apixaban, Anti-Xa, Plasma"
77031-3,"t(15;17)(q24.1;q21.1)(PML,RARA) fusion transcript",Find,Pt,Bld/Tiss,Doc,FISH,"Acute Promyelocytic Leukemia-PML::RARA fusion, Expedited Diagnostic FISH, Varies","Acute Promyelocytic Leukemia-PML::RARA fusion, Expedited Diagnostic FISH, Varies"
5946-9,Coagulation,Time,Pt,PPP,Qn,Coag.surface induced.factor substitution.immediately after addition of normal plasma,"Activated Partial Thromboplastin Time (APTT) Mix 1:1, Plasma","Activated Partial Thromboplastin Time (APTT) Mix 1:1, Plasma"
1869-7,Apolipoprotein A-I,MCnc,Pt,Ser/Plas,Qn,,"Apolipoprotein A1, Serum","Apolipoprotein A1, Serum"
55724-9,Apolipoprotein A-I & A-II & B & C panel,MCnc,Pt,Ser/Plas,Qn,,"Apolipoprotein A1 and B, Serum","Apolipoprotein A1 and B, Serum"
42315-2,APOE gene alleles e2 & e3 & e4,Prid,Pt,Bld/Tiss,Nom,Molgen,"Apolipoprotein E Genotyping, Blood","Apolipoprotein E Genotyping, Blood"
104664-8,APOL1,Geno,Pt,Bld/Tiss/Sal,Nom,Molgen,"APOL1 Genotype, Varies","APOL1 Genotype, Varies"
1884-6,Apolipoprotein B,MCnc,Pt,Ser/Plas,Qn,,"Apolipoprotein B, Serum","Apolipoprotein B, Serum"
6021-0,Malus sylvestris Ab.IgE,ACnc,Pt,Ser,Qn,,"Apple, IgE, Serum","Apple, IgE, Serum"
7091-2,Prunus armeniaca Ab.IgE,ACnc,Pt,Ser,Qn,,"Apricot, IgE, Serum","Apricot, IgE, Serum"
14979-9,Coagulation,Time,Pt,PPP,Qn,Coag.surface induced,"Activated Partial Thromboplastin Time (APTT), Plasma","Activated Partial Thromboplastin Time (APTT), Plasma"
97558-1,Acetylcholine receptor binding Ab.IgG+IgM,SCnc,Pt,Ser,Qn,IA,"Acetylcholine Receptor (Muscle AChR) Binding Antibody, Serum","Acetylcholine Receptor (Muscle AChR) Binding Antibody, Serum"
49093-8,Arbovirus Ab.IgG & IgM panel,-,Pt,Ser,-,IF,"Arbovirus Antibody Panel, IgG and IgM, Serum","Arbovirus Antibody Panel, IgG and IgM, Serum"
55912-0,Arylsulfatase,CCnc,Pt,Bld.dot,Qn,,"Arylsulfatase A, Blood Spot","Arylsulfatase A, Blood Spot"
24078-8,Cerebroside sulfatase,CCnt,Pt,WBC,Qn,,"Arylsulfatase A, Leukocytes","Arylsulfatase A, Leukocytes"
24094-5,N-Acetylgalactosamine-4-Sulfatase,CCnt,Pt,WBC,Qn,,"Arylsulfatase B, Leukocytes","Arylsulfatase B, Leukocytes"
42726-0,Cerebroside sulfatase,CCnc,24H,Urine,Qn,,"Arylsulfatase A, 24 Hour, Urine","Arylsulfatase A, 24 Hour, Urine"
107549-8,Arrhythmogenic cardiomyopathy multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Arrhythmogenic Cardiomyopathy Gene Panel, Varies","Arrhythmogenic Cardiomyopathy Gene Panel, Varies"
5583-0,Arsenic,MCnc,Pt,Bld,Qn,,"Arsenic, Blood","Arsenic, Blood"
6022-8,Ascaris sp Ab.IgE,ACnc,Pt,Ser,Qn,,"Ascaris, IgE, Serum","Ascaris, IgE, Serum"
13463-5,Arsenic/Creatinine,MRto,Pt,Urine,Qn,,"Arsenic/Creatinine Ratio, Urine","Arsenic/Creatinine Ratio, Urine"
5584-8,Arsenic,MCnt,Pt,Hair,Qn,,"Arsenic, Hair","Arsenic, Hair"
6278-6,Fraxinus americana Ab.IgE,ACnc,Pt,Ser,Qn,,"White Ash, IgE, Serum","White Ash, IgE, Serum"
24101-8,Acid sphingomyelinase,CCnt,Pt,WBC,Qn,,"Acid Sphingomyelinase, Leukocytes","Acid Sphingomyelinase, Leukocytes"
8157-0,Arsenic,MCnt,Pt,Nail,Qn,,"Arsenic, Nails","Arsenic, Nails"
5370-2,Streptolysin O Ab,ACnc,Pt,Ser/Plas,Qn,,"Antistrep-O Titer, Serum","Antistrep-O Titer, Serum"
6025-1,Aspergillus fumigatus Ab.IgE,ACnc,Pt,Ser,Qn,,"Aspergillus fumigatus, IgE, Serum","Aspergillus fumigatus, IgE, Serum"
44357-2,Galactomannan Ag,ACnc,Pt,Ser/Plas,Qn,IA,"Aspergillus (Galactomannan) Antigen, Serum","Aspergillus (Galactomannan) Antigen, Serum"
7099-5,Asparagus officinalis Ab.IgE,ACnc,Pt,Ser,Qn,,"Asparagus, IgE, Serum","Asparagus, IgE, Serum"
62467-6,Galactomannan Ag,ACnc,Pt,XXX,Qn,IA,"Aspergillus Antigen, Bronchoalveolar Lavage","Aspergillus Antigen, Bronchoalveolar Lavage"
6830-4,Aspergillus niger Ab.IgE,ACnc,Pt,Ser,Qn,,"Aspergillus niger, IgE, Serum","Aspergillus niger, IgE, Serum"
30239-8,Aspartate aminotransferase,CCnc,Pt,Ser/Plas,Qn,With P-5'-P,"Aspartate Aminotransferase (AST) (GOT), Serum","Aspartate Aminotransferase (AST) (GOT), Serum"
5587-1,Arsenic,MRat,24H,Urine,Qn,,"Arsenic with Reflex, 24 Hour, Urine","Arsenic with Reflex, 24 Hour, Urine"
77653-4,Observation,Prid,Pt,Anorectal,Nom,Cyto stain.thin prep,"Anal ThinPrep Cytology with Human Papillomavirus (HPV) Co-Test, Varies","Anal ThinPrep Cytology with Human Papillomavirus (HPV) Co-Test, Varies"
38358-8,A Ab,Titr,Pt,Ser/Plas,SemiQn,Antihuman globulin,"Isoagglutinin Titer, Anti-A, Serum","Isoagglutinin Titer, Anti-A, Serum"
27812-7,Antithrombin Ag actual/Normal,RelMCnc,Pt,PPP,Qn,IA,"Antithrombin Antigen, Plasma","Antithrombin Antigen, Plasma"
6029-3,Aureobasidium pullulans Ab.IgE,ACnc,Pt,Ser,Qn,,"Aureobasidium pullulans, IgE, Serum","Aureobasidium pullulans, IgE, Serum"
107548-0,Autoinflammatory disorders multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Autoinflammatory Disorders Gene Panel, Varies","Autoinflammatory Disorders Gene Panel, Varies"
6033-5,Persea americana Ab.IgE,ACnc,Pt,Ser,Qn,,"Avocado, IgE, Serum","Avocado, IgE, Serum"
48595-3,von Willebrand evaluation,Imp,Pt,PPP,Nom,,von Willebrand Disease Profile Technical Interpretation,von Willebrand Disease Profile Technical Interpretation
48593-8,von Willebrand panel,-,Pt,PPP,-,,"von Willebrand Disease Profile, Plasma","von Willebrand Disease Profile, Plasma"
72488-0,Beta 2 glycoprotein 1 Ab.IgG & IgM panel,-,Pt,Ser,-,,"Beta-2 Glycoprotein 1 Antibodies, IgG and IgM, Serum","Beta-2 Glycoprotein 1 Antibodies, IgG and IgM, Serum"
1952-1,Beta-2-Microglobulin,MCnc,Pt,Ser/Plas,Qn,,"Beta-2-Microglobulin, Serum","Beta-2-Microglobulin, Serum"
1951-3,Beta-2-Microglobulin,MCnc,Pt,CSF,Qn,,"Beta-2-Microglobulin (Beta-2-M), Spinal Fluid","Beta-2-Microglobulin (Beta-2-M), Spinal Fluid"
1953-9,Beta-2-Microglobulin,MCnc,Pt,Urine,Qn,,"Beta-2 Microglobulin, Random, Urine","Beta-2 Microglobulin, Random, Urine"
1688-1,4-Pyridoxate,MCnc,Pt,Ser/Plas,Qn,,"Pyridoxic Acid, Plasma","Pyridoxic Acid, Plasma"
95266-3,Vitamin B6 & metabolites panel,-,Pt,Ser/Plas,Qn,,"Vitamin B6 Profile (Pyridoxal 5-Phosphate and Pyridoxic Acid), Plasma","Vitamin B6 Profile (Pyridoxal 5-Phosphate and Pyridoxic Acid), Plasma"
21823-0,"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript minor break points",Arb,Pt,Bld/Tiss,Ord,Molgen,"BCR::ABL1, p190, mRNA Detection, Reverse Transcription-PCR (RT-PCR), Quantitative, Monitoring Assay, Varies","BCR::ABL1, p190, mRNA Detection, Reverse Transcription-PCR (RT-PCR), Quantitative, Monitoring Assay,"
93338-2,Bile acid panel,-,48H,Stool,-,,"Bile Acids, Bowel Dysfunction, 48 Hour, Feces","Bile Acids, Bowel Dysfunction, 48 Hour, Feces"
16117-4,Babesia microti Ab.IgG,Titr,Pt,Ser,SemiQn,,"Babesia microti IgG Antibodies, Serum","Babesia microti IgG Antibodies, Serum"
88461-9,Babesia microti & divergens+MO-1 strain & duncani 18S rRNA gene panel,-,Pt,Bld,-,Non-probe.amp.tar,"Babesia species, Molecular Detection, PCR, Blood","Babesia species, Molecular Detection, PCR, Blood"
55135-8,BCR-ABL1 kinase domain targeted mutation analysis,Prid,Pt,Bld/Tiss,Nom,Molgen,"BCR::ABL1, Qualitative, Diagnostic Assay, Varies","BCR::ABL1, Qualitative, Diagnostic Assay, Varies"
43130-4,Bile acid fractions panel,SCnc,Pt,Ser/Plas,Qn,,"Bile Acids, Fractionated and Total, Serum","Bile Acids, Fractionated and Total, Serum"
6034-3,Paspalum notatum Ab.IgE,ACnc,Pt,Ser,Qn,,"Bahia Grass, IgE, Serum","Bahia Grass, IgE, Serum"
102099-9,B-cell acute lymphocytic leukemia,Find,Pt,Bld/Tiss,Doc,FISH,"B-Cell Acute Lymphoblastic Leukemia/Lymphoma (ALL), FISH, Adult, Varies","B-Cell Acute Lymphoblastic Leukemia/Lymphoma (ALL), FISH, Adult, Varies"
102100-5,B-cell acute lymphoblastic leukemia,Find,Pt,Bld/Tiss,Doc,FISH,"Pediatric B-Lymphoblastic Leukemia/Lymphoma Panel, FISH, Varies","Pediatric B-Lymphoblastic Leukemia/Lymphoma Panel, FISH, Varies"
102084-1,B-Cell lymphoblastic leukemia monitoring minimal residual disease detection,-,Pt,Bld/Bone mar,-,Flow cytometry,"B-Cell Lymphoblastic Leukemia Monitoring, Measurable/Minimal Residual Disease Detection, Flow Cytometry, Varies","B-Cell Lymphoblastic Leukemia Monitoring, Measurable/Minimal Residual Disease Detection, Flow Cytome"
10920-7,Phyllostachys pubescens Ab.IgE,ACnc,Pt,Ser,Qn,,"Bamboo Shoot, IgE, Serum","Bamboo Shoot, IgE, Serum"
104027-8,Bile acid malabsorption panel,-,Pt,^Patient,-,,"Bile Acids Malabsorption Panel, Serum and Feces","Bile Acids Malabsorption Panel, Serum and Feces"
6035-0,Musa spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Banana, IgE, Serum","Banana, IgE, Serum"
17838-4,Alkaline phosphatase.bone,MCnc,Pt,Ser/Plas,Qn,,"Bone Alkaline Phosphatase, Serum","Bone Alkaline Phosphatase, Serum"
101381-2,BAP1 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"BAP1-Tumor Predisposition Syndrome, BAP1 Full Gene Analysis, Varies","BAP1-Tumor Predisposition Syndrome, BAP1 Full Gene Analysis, Varies"
53746-4,Barbiturates panel,-,Pt,Urine,-,,"Barbiturates Confirmation, Random, Urine","Barbiturates Confirmation, Random, Urine"
75892-0,"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript break points",Prid,Pt,Bld/Tiss,Nom,Molgen,"BCR::ABL1, Rare Fusion Monitoring, Quantitative, Varies","BCR::ABL1, Rare Fusion Monitoring, Quantitative, Varies"
48864-3,Bartonella sp DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Bartonella, Molecular Detection, PCR, Varies","Bartonella, Molecular Detection, PCR, Varies"
90251-0,Bartonella henselae & Bartonella quintana Ab.IgG & IgM panel,Titr,Pt,Ser,SemiQn,,"Bartonella Antibody Panel, IgG and IgM, Serum","Bartonella Antibody Panel, IgG and IgM, Serum"
16275-0,Bartonella sp DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,"Bartonella, Molecular Detection, PCR, Blood","Bartonella, Molecular Detection, PCR, Blood"
7118-3,Ocimum basilicum Ab.IgE,ACnc,Pt,Ser,Qn,,"Basil, IgE, Serum","Basil, IgE, Serum"
7125-8,Laurus nobilis Ab.IgE,ACnc,Pt,Ser,Qn,,"Bay Leaf, IgE, Serum","Bay Leaf, IgE, Serum"
15339-5,Trogoderma angustum Ab.IgE,ACnc,Pt,Ser,Qn,,"Berlin Beetle, IgE, Serum","Berlin Beetle, IgE, Serum"
97565-6,B-cell primary immunodeficiency multigene analysis	Find,Pt,Bld/Tiss,Doc,Molgen,,"B-Cell and Antibody Deficiency Gene Panel, Varies","B-Cell and Antibody Deficiency Gene Panel, Varies"
61113-7,Immunoglobulin gene rearrangements,Find,Pt,Bld/Tiss,Nar,Molgen,"Immunoglobulin Gene Rearrangement, PCR, Bone Marrow","Immunoglobulin Gene Rearrangement, PCR, Bone Marrow"
50627-9,Immunoglobulin heavy chain gene rearrangements,Find,Pt,Bld/Tiss,Nar,Molgen,"IGH Somatic Hypermutation Analysis, B-Cell Chronic Lymphocytic Leukemia (B-CLL), Varies","IGH Somatic Hypermutation Analysis, B-Cell Chronic Lymphocytic Leukemia (B-CLL), Varies"
7272-8,Taxodium distichum Ab.IgE,ACnc,Pt,Ser,Qn,,"Bald Cypress, IgE, Serum","Bald Cypress, IgE, Serum"
6304-0,Budgerigar droppings Ab.IgE,ACnc,Pt,Ser,Qn,,"Budgerigar Droppings, IgE, Serum","Budgerigar Droppings, IgE, Serum"
6038-4,Fagus grandifolia Ab.IgE,ACnc,Pt,Ser,Qn,,"Beech, IgE, Serum","Beech, IgE, Serum"
6039-2,Beef Ab.IgE,ACnc,Pt,Ser,Qn,,"Beef, IgE, Serum","Beef, IgE, Serum"
19728-5,Beet Ab.IgE,ACnc,Pt,Ser,Qn,,"Beets (Beetroot), IgE, Serum","Beets (Beetroot), IgE, Serum"
6279-4,Bean white Ab.IgE,ACnc,Pt,Ser,Qn,,"White Bean, IgE, Serum","White Bean, IgE, Serum"
6041-8,Cynodon dactylon Ab.IgE,ACnc,Pt,Ser,Qn,,"Bermuda Grass, IgE, Serum","Bermuda Grass, IgE, Serum"
30985-6,Betula verrucosa recombinant (rBet v) 2 Ab.IgE,ACnc,Pt,Ser,Qn,,"BET v2 (Profilin), IgE, Serum","BET v2 (Profilin), IgE, Serum"
1974-5,Bilirubin,MCnc,Pt,Body fld,Qn,,"Bilirubin, Body Fluid","Bilirubin, Body Fluid"
34557-9,Cell count & Differential panel,-,Pt,Body fld,Qn,,"Cell Count and Differential, Body Fluid","Cell Count and Differential, Body Fluid"
94872-9,Cholesterol & triglyceride panel,-,Pt,Body fld,Qn,,"Lipid Analysis, Body Fluid","Lipid Analysis, Body Fluid"
6030-1,Budgerigar feather Ab.IgE,ACnc,Pt,Ser,Qn,,"Budgerigar Feathers, IgE, Serum","Budgerigar Feathers, IgE, Serum"
24061-4,Beta galactosidase,CCnt,Pt,WBC,Qn,,"Beta-Galactosidase, Leukocytes","Beta-Galactosidase, Leukocytes"
6037-6,Hordeum vulgare Ab.IgE,ACnc,Pt,Ser,Qn,,"Barley Grass, IgE, Serum","Barley Grass, IgE, Serum"
21198-7,Choriogonadotropin.beta subunit,ACnc,Pt,Ser/Plas,Qn,,"Beta-Human Chorionic Gonadotropin, Quantitative, Serum","Beta-Human Chorionic Gonadotropin, Quantitative, Serum"
94232-6,FLCN gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Birt-Hogg-Dube Syndrome, FLCN, Full Gene Analysis, Varies","Birt-Hogg-Dube Syndrome, FLCN, Full Gene Analysis, Varies"
14041-8,Choriogonadotropin.beta subunit,ACnc,Pt,CSF,Qn,,"Beta-Human Chorionic Gonadotropin, Quantitative, Spinal Fluid","Beta-Human Chorionic Gonadotropin, Quantitative, Spinal Fluid"
6873-4,Beta hydroxybutyrate,SCnc,Pt,Ser/Plas,Qn,,"Beta-Hydroxybutyrate, Serum","Beta-Hydroxybutyrate, Serum"
35577-6,Hypersensitivity pneumonitis panel,-,Pt,Ser,-,,"Hypersensitivity Pneumonitis Panel, Immunoglobulin G, Serum","Hypersensitivity Pneumonitis Panel, Immunoglobulin G, Serum"
95229-1,Biliary tract neoplasm chromosome analysis,Find,Pt,Tiss,Doc,,"Biliary Tract Malignancy, FISH, Varies","Biliary Tract Malignancy, FISH, Varies"
14628-2,Bile acid,SCnc,Pt,Ser/Plas,Qn,,"Bile Acids, Total, Serum","Bile Acids, Total, Serum"
33317-9,Schistosoma sp Ab.IgG,PrThr,Pt,Ser,Ord,,"Schistosoma species Antibody, IgG, Serum","Schistosoma species Antibody, IgG, Serum"
34543-9,Bilirubin direct & total panel,MCnc,Pt,Ser/Plas,Qn,,"Bilirubin, Serum","Bilirubin, Serum"
1968-7,Bilirubin.glucuronidated+Bilirubin.albumin bound,MCnc,Pt,Ser/Plas,Qn,,"Bilirubin, Direct, Serum","Bilirubin, Direct, Serum"
1975-2,Bilirubin,MCnc,Pt,Ser/Plas,Qn,,"Bilirubin, Total, Serum","Bilirubin, Total, Serum"
1980-2,Biotin,MCnc,Pt,Ser/Plas,Qn,,"Biotin, Serum","Biotin, Serum"
1982-8,Biotinidase,CCnc,Pt,Ser/Plas,Qn,,"Biotinidase, Serum","Biotinidase, Serum"
15283-5,Betula verrucosa Ab.IgE,ACnc,Pt,Ser,Qn,,"Silver Birch, IgE, Serum","Silver Birch, IgE, Serum"
104690-3,Bivalirudin,MCnc,Pt,PPP,Qn,Chromo,"Bivalirudin, Ecarin, Plasma","Bivalirudin, Ecarin, Plasma"
8161-2,Bismuth,MCnc,Pt,Bld,Qn,,"Bismuth, Blood","Bismuth, Blood"
11177-3,Beta lactoglobulin Ab.IgE,ACnc,Pt,Ser,Qn,,"Beta-Lactoglobulin, IgE, Serum","Beta-Lactoglobulin, IgE, Serum"
